id,week,product,loan_amount,loan_duration,unpaid_debt,credit_score,accept,due,overdue,returned_amount
5243,53,1,100,83,0,55.69,1,1,0,112.03
5244,53,1,1100,77,0,63.88,1,1,0,1222.28
5245,53,1,3400,32,0,54.31,1,1,0,3552.25
5246,53,1,3700,90,0,60.71,1,1,1,0.00
5247,53,1,200,87,0,76.26,1,1,0,225.30
5248,53,1,2600,89,5000,61.02,1,1,1,0.00
5249,53,1,1300,8,3000,60.36,1,1,1,0.00
5250,53,1,600,38,1500,45.11,0,,,
5251,53,1,1400,83,2000,67.28,1,1,0,1568.46
5252,53,1,2200,24,0,78.43,1,1,0,2273.48
5253,53,1,1800,90,5000,54.09,1,1,1,0.00
5254,53,1,500,7,5000,70.24,1,1,0,504.81
5255,53,1,1000,90,3000,44.61,0,,,
5256,53,1,100,7,5000,59.02,1,1,1,0.00
5257,53,1,1100,25,5000,70.22,1,1,1,0.00
5258,54,0,1400,76,0,60.04,1,1,0,1553.50
5259,54,0,1500,89,0,31.51,0,,,
5260,54,0,900,33,0,53.5,1,1,0,941.59
5261,54,0,1300,32,0,49.09,0,,,
5262,54,0,900,88,0,54,1,1,0,1015.22
5263,54,0,1300,90,1500,49.37,0,,,
5264,54,0,400,36,1100,36.88,0,,,
5265,54,0,800,84,0,41.09,0,,,
5266,54,0,200,82,600,76.04,1,1,0,223.76
5267,54,0,1400,88,2000,55.4,1,1,1,0.00
5268,54,0,900,73,0,33.7,0,,,
5269,54,0,1500,86,0,68.42,1,1,0,1687.41
5270,54,0,800,74,700,61.04,1,1,0,885.29
5271,54,0,1500,86,1500,60.09,1,1,0,1687.41
5272,54,0,400,24,0,48.24,0,,,
5273,54,0,1500,88,5000,39.5,0,,,
5274,54,0,1400,90,5000,63.45,1,1,1,0.00
5275,54,0,900,40,3000,26.46,0,,,
5276,54,0,1000,81,5000,34.33,0,,,
5277,54,0,300,77,0,37.36,0,,,
5278,54,0,100,88,0,66.2,1,1,0,112.80
5279,54,0,300,27,0,62.25,1,1,0,311.30
5280,54,0,1300,80,0,47.2,0,,,
5281,54,0,400,81,0,52.44,1,1,0,446.91
5282,54,0,200,26,5000,83.88,1,1,0,207.25
5283,54,0,1400,85,0,71.38,1,1,0,1572.76
5284,54,0,300,39,0,56.6,1,1,0,316.45
5285,54,0,800,77,3000,28.51,0,,,
5286,54,0,300,77,350,46.35,0,,,
5287,54,0,300,79,3000,41.05,0,,,
5288,54,0,500,80,0,55.52,1,1,0,557.87
5289,54,0,1400,86,0,76.04,1,1,0,1574.91
5290,54,0,1500,77,0,54.55,1,1,0,1666.74
5291,54,0,1000,71,0,44.16,0,,,
5292,54,0,1400,36,1050,61.11,1,1,0,1470.72
5293,54,0,800,80,0,80.16,1,1,0,892.59
5294,54,0,900,90,5000,21.9,0,,,
5295,54,0,1300,80,0,58.8,1,1,0,1450.46
5296,54,0,900,18,0,43.94,0,,,
5297,54,0,1300,82,250,41.14,0,,,
5298,54,0,1500,23,250,37.68,0,,,
5299,54,0,1500,36,0,29.32,0,,,
5300,54,0,900,77,0,48.87,0,,,
5301,54,0,1400,79,0,64.46,1,1,0,1559.89
5302,54,0,1500,76,5000,37.98,0,,,
5303,54,0,1300,83,0,50.7,1,1,0,1456.43
5304,54,0,1500,87,0,37.59,0,,,
5305,54,0,1500,81,250,47.96,0,,,
5306,54,0,800,79,0,57.02,1,1,0,891.37
5307,54,0,1500,31,0,48.04,0,,,
5308,54,0,1500,86,0,48.11,0,,,
5309,54,0,500,23,0,87.37,1,1,0,515.99
5310,54,0,1000,73,300,29.21,0,,,
5311,54,0,1500,85,0,55.57,1,1,0,1685.10
5312,54,0,1400,83,0,50.76,1,1,0,1568.46
5313,54,0,1400,83,0,68.23,1,1,0,1568.46
5314,54,0,200,30,0,50.23,1,1,0,208.38
5315,54,0,700,71,2000,25.28,0,,,
5316,54,0,800,23,0,40.03,0,,,
5317,54,0,700,33,5000,31.32,0,,,
5318,54,0,1400,78,5000,50.93,1,1,1,0.00
5319,54,0,900,16,0,66.29,1,1,0,919.93
5320,54,0,1500,87,0,58.98,1,1,0,1689.72
5321,54,0,800,18,0,41.14,0,,,
5322,54,0,1500,90,1500,42.89,0,,,
5323,54,0,1500,22,0,55.99,1,1,0,1545.86
5324,54,0,300,77,1500,66.32,1,1,0,333.35
5325,54,0,300,75,0,35.75,0,,,
5326,54,0,300,35,0,57.61,1,1,0,314.72
5327,54,0,1500,90,0,55.65,1,1,0,1696.67
5328,54,0,1500,80,0,39.3,0,,,
5329,54,0,1100,72,0,64.29,1,1,0,1213.94
5330,54,0,1500,71,0,42.52,0,,,
5331,54,0,300,89,0,62.47,1,1,0,338.87
5332,54,0,700,81,1500,55.51,1,1,1,0.00
5333,54,0,1500,31,0,56.98,1,1,0,1565.03
5334,54,0,500,25,5000,40.25,0,,,
5335,54,0,700,90,5000,47.14,0,,,
5336,54,0,1400,82,0,61.5,1,1,0,1566.31
5337,54,0,1300,78,0,60.22,1,1,0,1446.49
5338,54,0,1400,14,5000,62.7,1,1,0,1427.09
5339,54,0,1500,76,3000,36.21,0,,,
5340,54,0,200,28,0,51.52,1,1,0,207.81
5341,54,0,1300,28,3000,13.13,0,,,
5342,54,0,400,15,0,57.59,1,1,0,408.30
5343,54,0,1300,30,300,36.24,0,,,
5344,54,0,400,82,5000,41.8,0,,,
5345,54,0,800,78,0,72.47,1,1,0,890.15
5346,54,0,300,80,0,50.02,1,1,0,334.72
5347,54,0,1500,86,0,64.15,1,1,0,1687.41
5348,54,0,1300,89,0,65.41,1,1,0,1468.44
5349,54,0,1500,81,0,58.68,1,1,0,1675.90
5350,54,0,1000,76,0,46.25,0,,,
5351,54,0,400,24,300,52.85,1,1,1,0.00
5352,54,0,900,76,0,71.12,1,1,0,998.68
5353,54,0,200,32,3000,34.03,0,,,
5354,54,0,1500,82,0,68.62,1,1,0,1678.19
5355,54,0,1500,82,0,59.85,1,1,0,1678.19
5356,54,0,300,44,0,42.9,0,,,
5357,54,0,1500,79,0,43.14,0,,,
5358,54,0,1300,34,5000,40.3,0,,,
5359,54,1,1700,30,0,68.88,1,1,0,1771.27
5360,54,1,1000,24,5000,58.94,1,1,1,0.00
5361,54,1,1100,69,0,56.24,1,1,1,0.00
5362,54,1,1000,25,0,53.54,1,1,0,1034.82
5363,54,1,2900,90,0,64.64,1,1,0,3280.23
5364,54,1,1100,27,0,69.12,1,1,0,1141.42
5365,54,1,100,90,0,56.37,1,1,0,113.11
5366,54,1,1300,90,0,55.12,1,1,0,1470.45
5367,54,1,1400,90,1150,59.24,1,1,0,1583.56
5368,54,1,1100,85,0,83.71,1,1,0,1235.74
5369,54,1,2000,82,0,67.21,1,1,0,2237.59
5370,54,1,200,27,0,62.55,1,1,0,207.53
5371,54,1,1000,36,1500,69.21,1,1,1,0.00
5372,54,1,100,84,0,50.38,1,1,0,112.19
5373,54,1,100,5,0,57.21,1,1,0,100.69
5374,54,1,600,80,0,86.91,1,1,0,669.44
5375,54,1,1300,77,0,61.55,1,1,0,1444.51
5376,54,1,1900,90,2000,64.58,1,1,0,2149.12
5377,55,0,1500,70,0,48.7,0,,,
5378,55,0,300,31,1500,51,1,1,0,313.01
5379,55,0,1400,81,450,55.16,1,1,0,1564.17
5380,55,0,1300,87,5000,55.48,1,1,0,1464.42
5381,55,0,400,76,3000,29.07,0,,,
5382,55,0,400,73,0,43.13,0,,,
5383,55,0,1400,76,0,64.2,1,1,0,1553.50
5384,55,0,1500,90,0,66.96,1,1,0,1696.67
5385,55,0,1400,90,300,46.79,0,,,
5386,55,0,1400,85,0,50.74,1,1,0,1572.76
5387,55,0,300,17,0,62.99,1,1,0,307.06
5388,55,0,200,11,5000,44.64,0,,,
5389,55,0,300,22,5000,34.13,0,,,
5390,55,0,1500,23,0,33.68,0,,,
5391,55,0,400,22,0,55.01,1,1,0,412.23
5392,55,0,300,22,0,51.96,1,1,0,309.17
5393,55,0,1500,80,0,56.17,1,1,0,1673.60
5394,55,0,900,21,0,57.23,1,1,0,926.25
5395,55,0,1400,90,0,46.43,0,,,
5396,55,0,400,24,5000,20.73,0,,,
5397,55,0,1500,90,0,58.17,1,1,0,1696.67
5398,55,0,300,23,0,48.78,0,,,
5399,55,0,800,73,550,47.12,0,,,
5400,55,0,900,78,5000,49.68,0,,,
5401,55,0,800,90,0,50.41,1,1,0,904.89
5402,55,0,1400,74,3000,43.36,0,,,
5403,55,0,1400,79,5000,34.33,0,,,
5404,55,0,900,27,0,36.87,0,,,
5405,55,0,1000,85,5000,34.92,0,,,
5406,55,0,1000,81,0,52.62,1,1,0,1117.26
5407,55,0,800,28,0,61.98,1,1,0,831.26
5408,55,0,1500,21,5000,21.85,0,,,
5409,55,0,400,38,800,58.61,1,1,0,421.36
5410,55,0,1500,76,0,47.77,0,,,
5411,55,0,400,67,250,52.9,1,1,1,0.00
5412,55,0,1500,83,0,54.7,1,1,0,1680.49
5413,55,0,300,35,0,67.39,1,1,0,314.72
5414,55,0,900,26,0,46.37,0,,,
5415,55,0,1500,74,0,76.74,1,1,0,1659.91
5416,55,0,1500,29,5000,57.77,1,1,1,0.00
5417,55,0,700,85,2000,30.37,0,,,
5418,55,0,1500,39,0,72.76,1,1,0,1582.26
5419,55,0,300,25,3000,34.76,0,,,
5420,55,0,1500,88,0,55.7,1,1,0,1692.03
5421,55,0,900,25,0,65.11,1,1,0,931.33
5422,55,0,1400,90,0,58.13,1,1,0,1583.56
5423,55,0,300,30,0,70.93,1,1,0,312.58
5424,55,0,1500,23,5000,44.33,0,,,
5425,55,0,1400,73,900,30.1,0,,,
5426,55,0,1100,74,3000,62.44,1,1,0,1217.27
5427,55,0,400,22,0,65.66,1,1,0,412.23
5428,55,0,1500,85,0,58.12,1,1,0,1685.10
5429,55,0,800,89,0,49.21,0,,,
5430,55,0,200,75,0,66.7,1,1,0,221.63
5431,55,0,1400,21,0,65.11,1,1,0,1440.83
5432,55,0,400,80,5000,37.98,0,,,
5433,55,0,900,90,0,47.35,0,,,
5434,55,0,1500,75,3000,24.85,0,,,
5435,55,0,1500,75,0,54.5,1,1,0,1662.19
5436,55,0,1300,20,0,62.21,1,1,0,1336.08
5437,55,0,600,87,0,47.48,0,,,
5438,55,0,1400,80,0,45.63,0,,,
5439,55,0,1400,87,0,64.04,1,1,0,1577.07
5440,55,0,1000,85,0,74.78,1,1,0,1123.40
5441,55,0,1000,67,0,64.46,1,1,0,1096.06
5442,55,0,1500,83,0,49.96,0,,,
5443,55,0,1500,77,0,64.17,1,1,0,1666.74
5444,55,0,1400,88,0,37.9,0,,,
5445,55,0,800,82,2000,46.98,0,,,
5446,55,0,500,86,0,55.85,1,1,0,562.47
5447,55,0,1200,81,0,52.56,1,1,0,1340.72
5448,55,0,1400,75,5000,35.8,0,,,
5449,55,0,100,36,0,67.36,1,1,0,105.05
5450,55,0,1500,89,5000,24.69,0,,,
5451,55,0,700,29,3000,41.52,0,,,
5452,55,0,1000,28,0,51.56,1,1,0,1039.07
5453,55,0,900,89,3000,9.11,0,,,
5454,55,0,1400,90,0,54.97,1,1,0,1583.56
5455,55,0,1500,78,0,55.33,1,1,0,1669.03
5456,55,0,400,25,0,49.48,0,,,
5457,55,0,500,23,0,59.85,1,1,0,515.99
5458,55,0,1500,84,5000,31.04,0,,,
5459,55,0,1400,90,0,33.9,0,,,
5460,55,0,400,32,2000,70.69,1,1,0,417.91
5461,55,0,1300,84,0,60.83,1,1,0,1458.42
5462,55,0,500,14,0,63.87,1,1,0,509.67
5463,55,0,1500,40,0,41.85,0,,,
5464,55,0,300,35,350,54.59,1,1,0,314.72
5465,55,0,800,28,0,48.17,0,,,
5466,55,0,300,23,0,58.99,1,1,0,309.60
5467,55,0,100,16,5000,28.68,0,,,
5468,55,0,900,80,2000,25.08,0,,,
5469,55,0,900,14,0,61.52,1,1,0,917.41
5470,55,0,1500,90,5000,48.35,0,,,
5471,55,0,1000,30,0,52.01,1,1,0,1041.92
5472,55,0,1500,73,5000,14.8,0,,,
5473,55,0,900,82,0,71.41,1,1,0,1006.92
5474,55,0,900,77,5000,39.14,0,,,
5475,55,0,800,27,5000,34.56,0,,,
5476,55,0,1400,87,300,38.67,0,,,
5477,55,0,200,27,3000,47.34,0,,,
5478,55,0,400,85,5000,59.96,1,1,0,449.36
5479,55,0,1000,80,0,31.06,0,,,
5480,55,0,1500,35,5000,34.73,0,,,
5481,55,0,1500,19,0,54.92,1,1,0,1539.53
5482,55,0,1400,74,550,32.87,0,,,
5483,55,0,1500,77,0,52.94,1,1,0,1666.74
5484,55,0,1400,84,0,47.91,0,,,
5485,55,0,1000,82,0,67.16,1,1,0,1118.79
5486,55,0,1400,82,5000,39.92,0,,,
5487,55,0,200,31,0,22.87,0,,,
5488,55,0,1400,41,0,56.51,1,1,0,1480.82
5489,55,0,400,67,5000,30.42,0,,,
5490,55,0,1400,22,2000,39.29,0,,,
5491,55,0,700,86,5000,46.81,0,,,
5492,55,0,900,78,1000,68.29,1,1,0,1001.42
5493,55,0,1400,81,0,63.9,1,1,0,1564.17
5494,55,0,1000,24,0,69.89,1,1,0,1033.40
5495,55,0,300,22,0,58.24,1,1,0,309.17
5496,55,0,1500,90,0,47.61,0,,,
5497,55,0,1000,39,5000,53.74,1,1,1,0.00
5498,55,0,1400,82,5000,42.41,0,,,
5499,55,0,1500,82,0,51.54,1,1,0,1678.19
5500,55,0,600,82,0,38.93,0,,,
5501,55,0,300,27,0,37.94,0,,,
5502,55,0,400,64,5000,59.59,1,1,0,436.63
5503,55,0,1400,89,5000,37.2,0,,,
5504,55,0,1500,76,0,44.22,0,,,
5505,55,0,400,84,0,44.09,0,,,
5506,55,0,900,90,5000,28.7,0,,,
5507,55,0,1500,12,0,51.85,1,1,0,1524.84
5508,55,0,1400,36,0,38.03,0,,,
5509,55,0,900,29,0,32.77,0,,,
5510,55,0,1300,68,0,35.21,0,,,
5511,55,0,1500,77,0,58.08,1,1,0,1666.74
5512,55,0,1500,80,0,39.3,0,,,
5513,55,0,300,36,0,41.55,0,,,
5514,55,0,800,39,700,53.93,1,1,0,843.87
5515,55,0,1300,41,5000,35.24,0,,,
5516,55,0,1000,33,0,48.02,0,,,
5517,55,0,300,81,0,48.8,0,,,
5518,55,0,900,84,0,40.44,0,,,
5519,55,0,800,27,0,59.45,1,1,0,830.12
5520,55,0,300,29,0,65.3,1,1,0,312.15
5521,55,0,300,19,3000,59.87,1,1,1,0.00
5522,55,0,1300,90,0,45.64,0,,,
5523,55,0,1500,84,0,47.84,0,,,
5524,55,0,1100,35,0,51.94,1,1,0,1153.99
5525,55,0,1500,87,500,45.89,0,,,
5526,55,0,1400,89,0,52.3,1,1,0,1581.39
5527,55,0,1100,27,0,65.34,1,1,0,1141.42
5528,55,0,900,29,3000,21.04,0,,,
5529,55,0,900,78,0,51.97,1,1,0,1001.42
5530,55,0,800,75,2000,65.11,1,1,0,886.50
5531,55,0,900,28,0,57,1,1,0,935.17
5532,55,0,1000,33,0,46.13,0,,,
5533,55,1,2700,90,0,59.5,1,1,0,3054.01
5534,55,1,100,31,0,69.93,1,1,0,104.34
5535,55,1,500,15,0,58.8,1,1,0,510.37
5536,55,1,1000,28,950,65.07,1,1,0,1039.07
5537,55,1,1300,24,0,42.55,0,,,
5538,55,1,2700,24,0,50.62,1,1,0,2790.18
5539,55,1,2000,20,0,67.07,1,1,0,2055.51
5540,55,1,100,83,0,81.93,1,1,0,112.03
5541,55,1,400,10,5000,50.78,1,1,1,0.00
5542,55,1,600,90,0,61.2,1,1,0,678.67
5543,55,1,1400,34,0,55.59,1,1,0,1466.70
5544,55,1,1700,90,0,59.55,1,1,0,1922.89
5545,55,1,400,18,0,52.76,1,1,0,409.98
5546,55,1,600,90,3000,58.74,1,1,1,0.00
5547,55,1,1300,14,0,51.31,1,1,0,1325.15
5548,55,1,800,90,0,57.34,1,1,0,904.89
5549,55,1,5000,90,0,50.53,1,1,0,5655.57
5550,55,1,500,76,0,50.05,1,1,0,554.82
5551,55,1,1400,84,0,48.25,0,,,
5552,55,1,1200,90,650,64.75,1,1,0,1357.34
5553,55,1,1300,88,5000,64.48,1,1,0,1466.43
5554,56,0,1500,85,0,50.01,1,1,0,1685.10
5555,56,0,900,17,5000,28.79,0,,,
5556,56,0,1500,90,0,61.49,1,1,0,1696.67
5557,56,0,1400,86,0,49.59,0,,,
5558,56,0,200,28,0,70.61,1,1,0,207.81
5559,56,0,1300,12,2000,44.14,0,,,
5560,56,0,1500,86,0,56.63,1,1,0,1687.41
5561,56,0,300,30,5000,26.98,0,,,
5562,56,0,300,25,0,56.78,1,1,0,310.44
5563,56,0,1400,85,0,48.07,0,,,
5564,56,0,1300,15,5000,51.09,1,1,1,0.00
5565,56,0,900,81,5000,69.46,1,1,1,0.00
5566,56,0,300,79,0,60.64,1,1,0,334.26
5567,56,0,400,37,0,79.97,1,1,0,420.78
5568,56,0,1500,90,0,71.22,1,1,0,1696.67
5569,56,0,1500,89,0,37.37,0,,,
5570,56,0,1400,28,0,42.44,0,,,
5571,56,0,1500,87,0,86.89,1,1,0,1689.72
5572,56,0,1400,76,0,58.61,1,1,0,1553.50
5573,56,0,1000,30,0,80.78,1,1,0,1041.92
5574,56,0,1500,89,0,38.2,0,,,
5575,56,0,1500,80,0,60.72,1,1,0,1673.60
5576,56,0,800,81,0,63.88,1,1,0,893.81
5577,56,0,1400,35,0,64.9,1,1,0,1468.71
5578,56,0,900,82,0,65.76,1,1,0,1006.92
5579,56,0,400,29,5000,33.32,0,,,
5580,56,0,800,14,0,42.8,0,,,
5581,56,0,800,78,3000,21.59,0,,,
5582,56,0,1200,90,2000,51.13,1,1,1,0.00
5583,56,0,1400,90,0,46.24,0,,,
5584,56,0,800,89,5000,42.92,0,,,
5585,56,0,1000,81,0,72.8,1,1,0,1117.26
5586,56,0,1500,90,0,43.18,0,,,
5587,56,0,300,35,2000,57.51,1,1,0,314.72
5588,56,0,1000,31,0,34.16,0,,,
5589,56,0,1500,84,0,53.12,1,1,0,1682.79
5590,56,0,1300,79,0,61.72,1,1,0,1448.47
5591,56,0,200,22,0,80.45,1,1,0,206.11
5592,56,0,300,17,0,43.2,0,,,
5593,56,0,600,43,0,62.34,1,1,0,636.38
5594,56,0,1400,32,3000,38.11,0,,,
5595,56,0,900,82,0,51.57,1,1,0,1006.92
5596,56,0,400,29,0,60.11,1,1,0,416.20
5597,56,0,300,68,5000,57.34,1,1,0,329.27
5598,56,0,1400,23,0,44.05,0,,,
5599,56,0,1400,81,0,77.04,1,1,0,1564.17
5600,56,0,400,87,0,52.53,1,1,0,450.59
5601,56,0,1400,85,0,61.51,1,1,0,1572.76
5602,56,0,1000,83,0,45.07,0,,,
5603,56,0,900,90,0,36.3,0,,,
5604,56,0,1000,80,0,45.38,0,,,
5605,56,0,1400,23,5000,51.05,1,1,1,0.00
5606,56,0,300,82,700,38.48,0,,,
5607,56,0,300,32,0,50.84,1,1,0,313.43
5608,56,0,1500,88,2000,57.58,1,1,0,1692.03
5609,56,0,1000,90,3000,28.31,0,,,
5610,56,0,1500,85,0,47.74,0,,,
5611,56,0,1100,90,5000,26.49,0,,,
5612,56,0,400,27,0,42.75,0,,,
5613,56,0,700,84,1500,24.88,0,,,
5614,56,0,300,90,0,37.35,0,,,
5615,56,0,1400,19,0,52.84,1,1,0,1436.89
5616,56,0,900,78,0,50.69,1,1,0,1001.42
5617,56,0,1000,70,0,46.33,0,,,
5618,56,0,300,73,0,44.65,0,,,
5619,56,0,400,79,0,48.15,0,,,
5620,56,0,400,73,0,51.32,1,1,0,442.04
5621,56,0,300,26,5000,46.11,0,,,
5622,56,0,900,16,0,40.36,0,,,
5623,56,0,1400,90,1100,67.05,1,1,0,1583.56
5624,56,0,500,71,0,38.02,0,,,
5625,56,0,800,83,0,46.67,0,,,
5626,56,0,1400,71,5000,25.29,0,,,
5627,56,0,800,24,650,39.25,0,,,
5628,56,0,1400,76,0,27.95,0,,,
5629,56,0,1500,28,0,33.78,0,,,
5630,56,0,1400,85,450,49.89,0,,,
5631,56,0,500,22,2000,49.4,0,,,
5632,56,0,1400,90,0,72.6,1,1,0,1583.56
5633,56,0,1500,83,0,41.48,0,,,
5634,56,0,1500,82,0,49.26,0,,,
5635,56,0,900,37,5000,27.25,0,,,
5636,56,0,400,28,0,53.15,1,1,0,415.63
5637,56,0,800,34,0,40.1,0,,,
5638,56,0,200,30,0,29.24,0,,,
5639,56,0,400,67,400,50.68,1,1,0,438.42
5640,56,0,1100,19,2000,36.89,0,,,
5641,56,0,400,26,5000,41.66,0,,,
5642,56,0,1300,90,5000,11.6,0,,,
5643,56,0,1500,90,300,49.92,0,,,
5644,56,0,1500,34,3000,28.61,0,,,
5645,56,0,900,70,0,58.32,1,1,0,990.51
5646,56,0,1200,85,5000,60.15,1,1,1,0.00
5647,56,0,1500,28,5000,34.7,0,,,
5648,56,0,1000,90,0,40.3,0,,,
5649,56,0,500,36,0,53.38,1,1,0,525.26
5650,56,0,100,25,5000,53.74,1,1,1,0.00
5651,56,0,1400,88,2000,63.89,1,1,0,1579.23
5652,56,0,200,85,0,50.36,1,1,0,224.68
5653,56,0,1500,90,0,55.93,1,1,0,1696.67
5654,56,0,800,79,0,53.11,1,1,0,891.37
5655,56,0,800,79,5000,36.88,0,,,
5656,56,0,300,28,0,56.35,1,1,0,311.72
5657,56,0,700,24,950,49.12,0,,,
5658,56,0,300,20,0,52.32,1,1,0,308.33
5659,56,0,1500,87,0,79.22,1,1,0,1689.72
5660,56,0,1000,32,0,66.39,1,1,0,1044.78
5661,56,0,900,89,0,65.48,1,1,0,1016.61
5662,56,0,1300,88,0,64.76,1,1,0,1466.43
5663,56,0,1000,90,0,56,1,1,0,1131.11
5664,56,0,1300,70,0,51.54,1,1,0,1430.74
5665,56,0,1500,21,0,53.71,1,1,0,1543.75
5666,56,0,900,24,5000,56.76,1,1,0,930.06
5667,56,0,800,90,0,57.62,1,1,0,904.89
5668,56,0,1300,90,0,52.3,1,1,0,1470.45
5669,56,0,1500,24,0,62.59,1,1,0,1550.10
5670,56,0,1400,21,5000,39.85,0,,,
5671,56,0,1500,90,0,60.25,1,1,0,1696.67
5672,56,0,1500,6,0,71.38,1,1,0,1512.37
5673,56,0,1500,86,0,59.39,1,1,0,1687.41
5674,56,0,1500,75,3000,54.78,1,1,1,0.00
5675,56,0,500,81,5000,52.25,1,1,1,0.00
5676,56,0,1300,90,0,48.62,0,,,
5677,56,0,800,84,0,43.62,0,,,
5678,56,0,1400,22,0,30.67,0,,,
5679,56,0,300,28,0,40.81,0,,,
5680,56,0,1500,74,0,39.12,0,,,
5681,56,0,1400,81,5000,50.18,1,1,1,0.00
5682,56,0,1500,78,0,51.85,1,1,0,1669.03
5683,56,0,400,20,0,52.99,1,1,0,411.10
5684,56,0,200,26,0,48.84,0,,,
5685,56,0,300,11,0,59.2,1,1,0,304.55
5686,56,0,1500,90,0,62.15,1,1,0,1696.67
5687,56,0,400,23,0,58.98,1,1,0,412.79
5688,56,0,1100,29,5000,11.76,0,,,
5689,56,0,200,35,0,55.03,1,1,0,209.82
5690,56,0,800,27,0,45.27,0,,,
5691,56,0,900,25,0,53.63,1,1,0,931.33
5692,56,0,1500,82,5000,48.22,0,,,
5693,56,0,1500,23,0,42.5,0,,,
5694,56,0,900,34,3000,20.11,0,,,
5695,56,0,1500,30,0,72.65,1,1,0,1562.88
5696,56,1,300,88,0,48.33,0,,,
5697,56,1,1500,16,0,66.24,1,1,0,1533.22
5698,56,1,400,84,0,66.29,1,1,0,448.74
5699,56,1,300,30,0,67.41,1,1,0,312.58
5700,56,1,1800,74,3000,59.98,1,1,1,0.00
5701,56,1,300,32,0,82.29,1,1,0,313.43
5702,56,1,1400,26,5000,43.73,0,,,
5703,56,1,500,27,0,56.35,1,1,0,518.83
5704,56,1,100,80,5000,59.28,1,1,0,111.57
5705,56,1,800,77,0,83.48,1,1,0,888.93
5706,56,1,1100,90,0,62.34,1,1,0,1244.23
5707,56,1,1500,90,0,57.46,1,1,0,1696.67
5708,56,1,1800,35,5000,63.42,1,1,1,0.00
5709,56,1,1600,87,5000,76.68,1,1,0,1802.37
5710,56,1,1200,90,0,87.65,1,1,0,1357.34
5711,56,1,100,79,0,61.06,1,1,0,111.42
5712,56,1,1600,24,0,62.59,1,1,0,1653.44
5713,56,1,1600,35,1050,49.37,0,,,
5714,57,0,400,87,0,48.93,0,,,
5715,57,0,1500,90,0,62.62,1,1,0,1696.67
5716,57,0,1400,82,0,35.82,0,,,
5717,57,0,1400,80,5000,39.15,0,,,
5718,57,0,1300,19,0,36.66,0,,,
5719,57,0,1400,83,5000,21.94,0,,,
5720,57,0,1500,88,0,66.39,1,1,0,1692.03
5721,57,0,800,80,3000,67.81,1,1,1,0.00
5722,57,0,100,21,700,35.47,0,,,
5723,57,0,800,79,0,42.54,0,,,
5724,57,0,1500,26,0,44.53,0,,,
5725,57,0,800,85,850,58.78,1,1,0,898.72
5726,57,0,1500,89,0,68.49,1,1,0,1694.35
5727,57,0,300,64,0,75.88,1,1,0,327.47
5728,57,0,1300,31,5000,36.15,0,,,
5729,57,0,800,76,0,64.06,1,1,0,887.71
5730,57,0,1000,81,0,41.61,0,,,
5731,57,0,1500,73,0,49.89,0,,,
5732,57,0,300,22,5000,76.39,1,1,1,0.00
5733,57,0,1400,90,1150,59.61,1,1,0,1583.56
5734,57,0,1400,71,0,46.88,0,,,
5735,57,0,400,79,0,46.73,0,,,
5736,57,0,1500,28,0,51.78,1,1,0,1558.61
5737,57,0,900,34,0,42.5,0,,,
5738,57,0,400,32,3000,24.36,0,,,
5739,57,0,1100,42,5000,30.78,0,,,
5740,57,0,300,20,0,52.66,1,1,0,308.33
5741,57,0,200,70,0,59.98,1,1,0,220.11
5742,57,0,900,78,3000,40.48,0,,,
5743,57,0,400,28,0,38.12,0,,,
5744,57,0,500,26,1000,56.03,1,1,0,518.12
5745,57,0,400,9,0,58.86,1,1,0,404.96
5746,57,0,900,80,0,55.35,1,1,0,1004.16
5747,57,0,1500,70,0,43.35,0,,,
5748,57,0,1300,24,5000,46.82,0,,,
5749,57,0,800,74,0,53.9,1,1,0,885.29
5750,57,0,1500,84,5000,27.62,0,,,
5751,57,0,700,29,5000,44.52,0,,,
5752,57,0,300,32,0,54.9,1,1,0,313.43
5753,57,0,1500,88,0,46.09,0,,,
5754,57,0,1300,90,1150,57.52,1,1,0,1470.45
5755,57,0,1400,24,0,48.32,0,,,
5756,57,0,1400,87,950,55.7,1,1,0,1577.07
5757,57,0,1400,87,0,40.63,0,,,
5758,57,0,800,28,2000,32.79,0,,,
5759,57,0,200,24,5000,42.05,0,,,
5760,57,0,900,81,0,55.13,1,1,0,1005.54
5761,57,0,900,20,5000,51.69,1,1,0,924.98
5762,57,0,700,89,0,52.48,1,1,0,790.70
5763,57,0,1400,86,0,31.38,0,,,
5764,57,0,1100,70,2000,33.4,0,,,
5765,57,0,1000,19,1500,43.68,0,,,
5766,57,0,1300,75,0,59.08,1,1,0,1440.56
5767,57,0,1500,89,0,52.86,1,1,0,1694.35
5768,57,0,800,10,0,54.99,1,1,0,811.03
5769,57,0,1500,33,0,57.27,1,1,0,1569.32
5770,57,0,900,77,0,57.15,1,1,0,1000.05
5771,57,0,1500,90,0,53.57,1,1,0,1696.67
5772,57,0,1500,90,5000,36.32,0,,,
5773,57,0,1500,80,0,52.28,1,1,0,1673.60
5774,57,0,1400,82,0,61.81,1,1,0,1566.31
5775,57,0,800,32,0,67.93,1,1,0,835.82
5776,57,0,1500,86,0,68.18,1,1,0,1687.41
5777,57,0,1500,74,0,53.96,1,1,0,1659.91
5778,57,0,1500,76,0,46.39,0,,,
5779,57,0,1500,37,0,41.43,0,,,
5780,57,0,400,87,5000,35.05,0,,,
